"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.jjoe64.graphview.series","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/main/java/com/jjoe64/graphview/series/TitleLineGraphSeries.java","3","146","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","com.vrem.wifianalyzer","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/main/java/com/vrem/wifianalyzer/Configuration.java","3","27","The class 'Configuration' is suspected to be a Data Class (WOC=20.000%, NOPA=2, NOAM=3, WMC=5)","Design","DataClass"
"1","com.vrem.wifianalyzer","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/main/java/com/vrem/wifianalyzer/MainActivity.java","3","54","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.util","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/util/EnumUtilsTest.java","3","40","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/MainActivityTest.java","3","46","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/MainReloadTest.java","3","42","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.navigation.items","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/navigation/items/ExportItemTest.java","3","56","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.settings","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/settings/RepositoryTest.java","3","52","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.settings","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/settings/SettingsTest.java","3","54","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.vendor.model","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/vendor/model/VendorDBTest.java","3","36","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.accesspoint","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/accesspoint/AccessPointDetailTest.java","3","52","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.accesspoint","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/accesspoint/AccessPointsAdapterGroupTest.java","3","50","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.accesspoint","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/accesspoint/AccessPointsAdapterTest.java","3","51","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.accesspoint","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/accesspoint/ConnectionViewTest.java","3","56","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.band","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/band/WiFiChannelsGHZ2Test.java","3","33","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.band","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/band/WiFiChannelsGHZ5Test.java","3","31","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.graphutils","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/graphutils/GraphViewBuilderTest.java","3","47","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.graphutils","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/graphutils/GraphViewWrapperTest.java","3","51","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.graphutils","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/graphutils/SeriesCacheTest.java","3","48","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.model","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/model/WiFiSignalTest.java","3","34","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.vrem.wifianalyzer.wifi.scanner","/home/matheus/smells-issues-nlp/repositories/VREMSoftwareDevelopment_WifiAnalyzer/app/src/test/java/com/vrem/wifianalyzer/wifi/scanner/CacheTest.java","3","47","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
