repository,state,closed_at,title,label,is_bug,body
mikifus/padland,closed,2017-01-29 17:31:31,Accent unsupported,[],0,"It is possible to create a pad with accents in the address. But Padland refuse to open this kind of pad because ""The pad name contains invalid characters"".
Example with [https://mensuel.framapad.org/p/testaccentué](https://mensuel.framapad.org/p/testaccentué) (https://mensuel.framapad.org/p/testaccentu%C3%A9)"
mikifus/padland,closed,2017-01-13 20:11:01,Added a button to get your app easily on fdroid ;),[],0,
mikifus/padland,closed,2017-01-31 08:56:10,ListView changes state on device rotation,[],0,"When I perform this sequence of events, the scrollable view on screen goes back to the top:

1. Click on Settings Icon
2. Scroll Down
3. Orientation Change"
mikifus/padland,closed,2017-01-29 17:17:55,No error when using HTTPS and unknown certificate,[],0,"Hardware: Fairphone 2
Android: 5.1 patch level 5th October 2016
Build: r4275.1_FP2_gms66_1.8.1

When trying to use an already created pad from a custom server on HTTPS, if the CA is unknown by Android, a blank white screen is displayed without any error.
Once you install the certificate manually, the pad does display.
Could some kind of error be displayed when the certificate is not known/trusted rather than a blank screen, as not all users would know that it could be an SSL problem.
"
mikifus/padland,closed,2017-01-08 22:36:41,External links ,[],0,External links doesn open with the browser
mikifus/padland,closed,2016-12-22 00:02:52,Contextual action bar disappears on device rotation,[],0,"When i perform this sequence of events the action bar on the screen disappears
1. Long click on a doc item
2. Orientation Change"
mikifus/padland,closed,2016-12-22 00:00:34,Crash on device rotation,[],0,"When I perform this sequence of events the app crashes

1. Click on Settings
2. Click on Server List
3. Click on Add Server
4. Orientation Change"
mikifus/padland,closed,2017-01-08 22:36:41,Dialogs disappear on device rotation,[],0,"When I perform this sequence of events, the dialog on screen disappears:

Sequence 1:
1. Long click on document item
2. Click on Delete
3. Orientation change

Sequence 2:
1. Long click on document item
2. Click on Add to group
3. Orientation change

Sequence 3: 
1. Long click on group item
2. Orientation Change

Sequence 4:
1. Click on Settings
2. Click on Default Pad Server
3. Orientation Change

Sequence 5:
1. Click on Settings
2. Click on Default Username
3. Orientation Change

Sequence 6:
1. Click on Settings
2. Click on Default Color
3. Orientation Change"
mikifus/padland,closed,2016-11-19 11:06:26,translation,[],0,
mikifus/padland,closed,2016-11-04 17:52:16,French translation,[],0,new translations
mikifus/padland,closed,2016-10-30 21:09:08,support for pads with authentication,[],0,"It doesn't prompt for authentication.. It says ""Authentication required"" when I try to access the pad. (I'm running a custom server)
"
mikifus/padland,closed,2016-08-24 12:07:03,Create strings.xml,[],0,"Added Italian translations. Please ping me if new keys are added.
"
mikifus/padland,closed,2016-08-24 12:10:06,Fixed keys,[],0,"- to contact someone
- PadLand → Padland
"
mikifus/padland,closed,2016-12-06 21:50:46,Bug tracking via email or via GitHub?,[],0,"In About section of the app you say:

> This app is under development. To provide feedback and report bugs please contact with the developer at xxx@yyy.zzz

Are you sure that reporting bugs should be done via email and not via GitHub?
"
mikifus/padland,closed,2016-08-24 12:09:37,Separate changelog from README,[],0,"I separated changelog from README in order to make a list in another file so it will grow more and more without creating confusion in main file README.

The new page can be linked directly in F-Droid too.
"
mikifus/padland,closed,2016-08-24 12:08:38,Better wording for better UX,[],0,"As mentioned in https://github.com/mikifus/padland/issues/2#issuecomment-237941263
"
mikifus/padland,closed,2016-08-24 12:10:38,jQuery Etherpad?,[],0,"I don't really know what the jQuery option is supposed to do.

I mean:
- What is the difference of the non-jquery/jquery version?
- Is it recommend to use the jquery version? Why?
- And how to install this jquery plugin on the server? It does not appear in the default plugin list of Etherpad-lite.
"
mikifus/padland,closed,2016-07-25 16:52:09,Mismatching version information,[],0,"You tagged 1.1.4 and updated the AndroidManifest.xml, however app/build.gradle still says this is 1.1.3.
"
mikifus/padland,closed,2016-07-13 16:15:36,Malayalam Updatestring.xml,[],0,"Malayalam update of padland
"
mikifus/padland,closed,2016-07-13 16:33:45,Include support for piratenpad.de,[],0,"Hello, 

Please consider adding support for https://www.piratenpad.de/

Thanks for creating this application!
"
mikifus/padland,closed,2016-06-08 11:02:37,french translation,[],0,"All the translations are done. I wrote \' when i wanted to wrote ' . I think it's the good way, but don't know at all, tell me if I'm wrong... I don't know if there is any other change to do in an other file to add the french translation, tell me if there is any :)
"
mikifus/padland,closed,2016-06-08 11:11:46,French translation,[],0,"Hello guys, (sorry for my bad english...)

I'm very new to github.
So i wrote the french translation for this app, and pull a request, but it's on my own repo. Because this is the first time I pull a request, I don't know if you're able to see or to use my new file?

It'll be great if someone can tell me if I have something else to do, or if I did something wrong... ^^""
Tell me if I have something else to do in my translation :)

Thanks for attention and bye
"
mikifus/padland,closed,2016-06-08 11:16:27,Requirement on the READ_PHONE_STATE permission,[],0,"Hi there,

I just discovered your interesting app on [F-Droid](https://f-droid.org/wiki/page/com.mikifus.padland), being a pad junkie myself I'm looking forward to trying it.

When trying to install it though I was a bit puzzled to see that it asks for access to the phone state and identity (`android.permission.READ_PHONE_STATE`, https://github.com/mikifus/padland/blob/master/app/src/main/AndroidManifest.xml#L14). It also asks for access to the SD card contents and network connection, but those two sound pretty normal for the app's purpose.

I'm a bit touchy about what applications want to access from my personal data, and I'm not sure to understand why knowing the phone state and identity would be relevant. Could you clarify the situation?

Thanks in advance.

_Edit:_ I checked the git history and apparently it has always been required: https://github.com/mikifus/padland/blob/565a289d06380baaa107e33b5b1c45c73a712d58/app/src/main/AndroidManifest.xml#L13
"
mikifus/padland,closed,2016-12-06 21:50:58,Offer color picker,[],0,"Please offer a color picker with colors from Material Design and a manual override. As intermediate goal, show the color for which the RGB value has been entered.
"
mikifus/padland,closed,2016-06-08 12:16:25,Support default pad server etherpad.net,[],0,"Please, support default pad server https://etherpad.net.
"
mikifus/padland,closed,2016-05-31 17:50:49,German translation was added here,[],0,"I don't know why, I hope it merges well.
"
mikifus/padland,closed,2016-05-31 17:55:11,Do not put binaries into repos,[],0,"You should not place binaries into your repo. (here the apk file).

Rather publish them [in the releases section](https://github.com/mikifus/padland/releases).
"
mikifus/padland,closed,2016-05-31 17:46:27,Added Japanese translation,[],0,
mikifus/padland,closed,2016-05-31 17:45:58,German translation,[],0,"Closes https://github.com/mikifus/padland/issues/5
"
mikifus/padland,closed,2016-05-31 18:09:20,German translation,[],0,"I can help with the German translation of you tell me what file I should edit.
"
mikifus/padland,open,,Black design,[],0,"A black design (suitable for AMOLED screens) would be nice.
"
mikifus/padland,closed,2016-05-31 18:04:59,GitHub link does not work,[],0,"In the apps' about screen I can tap on the LICENSE link, but not on the GitHub link.

Android 6/CM 13
"
mikifus/padland,closed,2016-12-06 21:54:53,Custom Server,[],0,"If we could add our own etherpad instance, it would make this app very much more useful.
"
mikifus/padland,closed,2016-05-26 23:13:03,"Padgroups, translations and many improvements",[],0,"Ready for release.
"
