repository,state,closed_at,title,label,is_bug,body
thuryn/your-local-weather,closed,2018-12-01 10:39:27,Show measured temperature in the Daily Forecast,[],0,"The daily forecast currently shows the perceived, not actual, temperature. This can be useful and I would like to have it there but can be misleading. It would be really useful to have the measured temperature in the list, too. This really helps when comparing the weather conditions between different locations or data sources."
thuryn/your-local-weather,open,,Widget not auto updating,[],0,"Version 4.4.6
Android 8.1

Everything seems to be working fine other than the widget not updating automatically. The notification updates just fine. The notification Refresh Interval & the Update Period for Weather are each set to 30 minutes. I would assume that when the weather updates that both the notification and the widget would display the new values. Instead the widget just remains the same along with the last manually updated time."
thuryn/your-local-weather,open,,Add map view,[],0,Would be convenient to see the rain map of the area (since it is available) for the forecast.
thuryn/your-local-weather,open,,Combine charts,[],0,"It might be more convenient to have one chart canvas on which the graph lines would be drawn for selected indicator values (i.e. just temperature and rain, etc.)."
thuryn/your-local-weather,closed,2018-12-01 08:49:22,Crash on fresh installation for 4.4.9 (97),"[Label(name=""bug"")]",1,"After fresh installation (or wiping data), Your local weather crashes immediately. Here's a [logcat](https://gist.github.com/sm4rk0/7f203f3f6776ba392a57724ccf5076f3)."
thuryn/your-local-weather,closed,2018-11-25 10:38:10,Weblate source strings are in Norwegian,[],0,See [here](https://hosted.weblate.org/translate/your-local-weather/strings/sr/?type=todo&offset=3).
thuryn/your-local-weather,closed,2018-11-21 13:33:32,Cannot add more than one location.,[],0,
thuryn/your-local-weather,closed,2018-11-21 14:11:19,Map cannot be displayed,"[Label(name=""In progress""), Label(name=""bug"")]",1,"When I add a location,  the map cannot be displayed. But I can still click to get a location."
thuryn/your-local-weather,open,,Widget with next hours forecast,[],0,"from email:
Would be great to have the possibility to have the big widget display shorter term information rather than days. For example at intervals of 3 hours, so looking at it would show me the weather after 3, 6, 9 hours etc. instead of tomorrow, day after etc."
thuryn/your-local-weather,open,,Persistent status bar notification,[],0,"from email:
A persistent status bar notification would be great, maybe showing a small icon and the temperature, with more information on swiping downwards. Right now I have to unlock my phone to get any information. 
"
thuryn/your-local-weather,closed,2018-11-11 09:38:42,App crashing everytime after opening it,[],0,"After the newest update, the app started crashing everytime when I open it. Tried clearing cache and data but that didn't work either. 

Oneplus 6, android 9."
thuryn/your-local-weather,closed,2018-11-21 13:25:45,No temperature on widget,"[Label(name=""bug"")]",1,"The widget can't show temperature.
I resize it , and remove and create it. This doesn't work. 

![screenshot_20181109-124756](https://user-images.githubusercontent.com/36977733/48244036-6cc80600-e41e-11e8-8a7f-6d21cb446605.png)
[log-yourlocalweather.txt](https://github.com/thuryn/your-local-weather/files/2564644/log-yourlocalweather.txt)
"
thuryn/your-local-weather,closed,2018-10-31 15:08:02,Delete values-sr-rCyrl,[],0,"Because it causes Travis CI to fail with
com.android.build.gradle.tasks.ResourceException: /home/travis/build/thuryn/your-local-weather/app/src/main/res/values-sr-rCyrl: Error: Invalid resource directory name
Please delete it from Weblate, too - if possible.
Serbian language (without 'Cyrillic' in its name) is added to Weblate with the same translations."
thuryn/your-local-weather,closed,2018-11-23 14:06:05,Some strings are not in strings.xml,"[Label(name=""In progress""), Label(name=""bug"")]",1,"Such as ""Log to file""."
thuryn/your-local-weather,closed,2018-10-27 17:24:41,Add Swedish language to the translations,[],0,I will contribute to the Swedish translation when it is added.
thuryn/your-local-weather,open,,Lead to fatal crash on LineageOS 15.1 without GApps,"[Label(name=""bug"")]",1,"After installing and setting up this app, my phone began to freeze:
```
--------- beginning of crash
10-23 20:28:00.170  4592  4592 E AndroidRuntime: FATAL EXCEPTION: main
10-23 20:28:00.170  4592  4592 E AndroidRuntime: Process: org.thosp.yourlocalweather, PID: 4592
10-23 20:28:00.170  4592  4592 E AndroidRuntime: DeadSystemException: The system died; earlier logs will point to the root cause
```
Nothing serious in the lines above. The phone reboots shortly after this. Wiping caches didn't help. After every reboot the phone began to freeze when starting to navigate in the OS. I did even try to flash a newer Lineage build without success.

After quickly removing this app, my problem disappeared. 

I don't know the real root cause. Let me know if my full logcat would be helpful.

- LineageOS 1.51-20181022-nightly
- OnePlus 5T
- App version 4.3.1 via f-droid (just saw [4.3.2](https://github.com/thuryn/your-local-weather/releases/tag/v4.3.2), maybe this helps? Scared to try.)

"
