repository,state,closed_at,title,label,is_bug,body
RyuzakiKK/NoteCrypt,closed,2018-10-31 15:19:58,Add dutch translation,[],0,Add a file for dutch translations.
RyuzakiKK/NoteCrypt,closed,2018-10-31 15:21:19,Writing and translation errors corrected,[],0,
RyuzakiKK/NoteCrypt,closed,2018-10-28 18:38:54,Add Indonesian translation,[],0,
RyuzakiKK/NoteCrypt,closed,2018-10-28 18:39:10,Fixes in Greek translation,[],0,Hello. I've fixed some spelling errors in the Greek translation.
RyuzakiKK/NoteCrypt,closed,2018-10-28 18:41:23,Added Indonesian translation,[],0,
RyuzakiKK/NoteCrypt,closed,2018-10-16 18:04:33,Update strings.xml,[],0,better suggestion
RyuzakiKK/NoteCrypt,closed,2018-10-09 16:16:48,Added Finnish translation,[],0,
RyuzakiKK/NoteCrypt,closed,2018-10-09 16:17:31,FAQs.md,[],0,This is the FAQs document. Please point out where you need corrections to be made. Thanks.
RyuzakiKK/NoteCrypt,closed,2018-10-07 11:46:15,Added Thai translation,[],0,Added Thai translation. https://github.com/RyuzakiKK/NoteCrypt/issues/13
RyuzakiKK/NoteCrypt,closed,2018-10-07 14:10:38,Privacy.md,[],0,"This is the privacy policy document I earlier proposed to create. You can review it for corrections and if there are corrections to be made, let me know so I can make the corrections. Thanks."
RyuzakiKK/NoteCrypt,closed,2018-10-16 18:08:51,Privacy policy,[],0,"Hi. I'm Harry. 
I'd like to contribute to your project. I'm a content creator and my I help out mostly by creating documents I feel and think projects should have. Privacy Policy Statements, FAQs, About etc. Mostly anything that has to do with text styled with markdown. 
I think it'll be cool to have a privacy policy statement that will put forward your policies to end users about information collection and use but I'm quite certain you don't collect any user information externally. However, it's still a good thing end users are made aware of this.

I would love to hear your thoughts on this.
Thanks"
RyuzakiKK/NoteCrypt,closed,2018-10-06 08:29:36,Vietnamese Translation,[],0,Added initial Vietnamese Translation
RyuzakiKK/NoteCrypt,closed,2018-10-06 09:07:25,unit tests for StringMethods,[],0,Proposal of unit tests. Started with simple unit test examples for StringMethods.java
RyuzakiKK/NoteCrypt,closed,2018-10-04 08:10:36,Added Mexican Spanish,[],0,Added Mexican Spanish
RyuzakiKK/NoteCrypt,closed,2018-10-03 07:44:45,Some translation corrections on portuguese version,[],0,Minor corrections and fixed some typos and graphic accentuation
RyuzakiKK/NoteCrypt,closed,2018-10-03 07:43:07,Translation to polish,[],0,
RyuzakiKK/NoteCrypt,closed,2018-10-02 21:11:49,translation to Polish added,"[Label(name=""invalid"")]",0,
RyuzakiKK/NoteCrypt,closed,2018-10-02 20:56:39,translation to Polish added,"[Label(name=""invalid"")]",0,
RyuzakiKK/NoteCrypt,closed,2018-10-02 17:53:44,Add Spanish (es_ES) translations and fix some translations causing build problems,[],0,"I have added and tested Spanish translations (#13):

![image](https://user-images.githubusercontent.com/282431/46366278-e845d300-c67a-11e8-8a5b-8b75134d1c9c.png)

Also, I have fixed some unescaped characters in de_DE, kk_KZ and uk_UA translations (build was failing). Maybe you should add some CI tool like Travis to check this before merging PR's :)."
RyuzakiKK/NoteCrypt,closed,2018-10-02 16:13:41,Added Czech translation,[],0,I have added Czech translation - #13 
RyuzakiKK/NoteCrypt,closed,2018-10-02 14:02:06,Corrected little mistakes,[],0,Corrected small mistakes done on #17
