repository,state,closed_at,title,label,is_bug,body
reloZid/android-anuto,open,,Add a new colour theme,[],0,
reloZid/android-anuto,open,,Game crash after remove from recent apps,[],0,"The game FC's after removing it's ""window"" from recent apps menu. Here is the log as reported by my system (xiaomi redmi note 4, Miui 9.6.3.0 global)

```
java.lang.RuntimeException: Error in game loop!
	at ch.logixisland.anuto.engine.logic.loop.GameLoop.run(GameLoop.java:121)
	at java.lang.Thread.run(Thread.java:760)
Caused by: java.lang.ClassCastException: ch.logixisland.anuto.entity.shot.Mine cannot be cast to ch.logixisland.anuto.entity.plateau.Plateau
	at ch.logixisland.anuto.entity.tower.TowerPersister.readEntityData(TowerPersister.java:49)
	at ch.logixisland.anuto.entity.tower.TowerPersister.readEntityData(TowerPersister.java:10)
	at ch.logixisland.anuto.engine.logic.entity.EntityPersister.readState(EntityPersister.java:44)
	at ch.logixisland.anuto.engine.logic.persistence.GamePersister.readState(GamePersister.java:24)
	at ch.logixisland.anuto.business.game.GameLoader.initializeGame(GameLoader.java:191)
	at ch.logixisland.anuto.business.game.GameLoader.loadGame(GameLoader.java:148)
	at ch.logixisland.anuto.business.game.GameLoader$3.execute(GameLoader.java:119)
	at ch.logixisland.anuto.engine.logic.loop.MessageQueue.processMessages(MessageQueue.java:55)
	at ch.logixisland.anuto.engine.logic.loop.GameLoop.executeCycle(GameLoop.java:129)
	at ch.logixisland.anuto.engine.logic.loop.GameLoop.run(GameLoop.java:94)
	... 1 more
```"
reloZid/android-anuto,open,,Sometime the nextwave button is to long inactive,"[Label(name=""balancing"")]",0,"I do not know how the next-wave button work, but sometimes I'm blocked from using it even I wish to. 
Last time how ever, I had to wait until only around 10 enemies where active until i was able to get the next wave. And this was in a phase where I wished to have an average around 100 +- 20 enemies.

Please change the delay to around 5s (real time). And if possible, please show in a little notification how many Enemies came next time I hit the button."
reloZid/android-anuto,open,,google does evil,[],0,"Is there a non-[google way](https://play.google.com/apps/testing/ch.logixisland.anuto) to signup for beta test?  I have removed all the google evil doing apps/services from my root'd phone.

Privacy is a Human Right.  Google is a Humans Rights violator on an epic scale."
reloZid/android-anuto,open,,revert ended game ,"[Label(name=""enhancement"")]",0,"Have you died?  then continue playing the next level only to have annihilated every wave?  But oh noes you're dead?

retore game, earn back lives, or play with undead powers like necromancy

"
reloZid/android-anuto,open,,data uri to import other maps,"[Label(name=""enhancement"")]",0,"map geometry, and enemy flows.

Share maps via email, jabber texting, or free hosted wiki.  No filesystem interface required

another app to make levels or webtool"
reloZid/android-anuto,open,,Strategy / balancing discussions,"[Label(name=""balancing""), Label(name=""help wanted"")]",0,Main issue for balancing optimizations.
reloZid/android-anuto,open,,Ideas for battery life / performance improvements,"[Label(name=""enhancement"")]",0,Main issue for ideas to optimize the game performance.
reloZid/android-anuto,open,,Awesome game! Come here to congratulate the authors,[],0,This game is really *really* great. Thank you everyone who participated in his creation and maintenance. Please keep going!
reloZid/android-anuto,closed,2018-09-24 15:09:21,level 71 consistantly overpowered,"[Label(name=""balancing"")]",0,"Maybe i'm just a bad designer, but it seems that every course i've made is defeated on level 71. 

On this level, the only thing that spawns are the Star healers, and no matter the DPS of my system, there is nowhere near enough dps on any track length to defend against all those healers at once. I basically plan my entire game around it at this point, and still end up losing. 

It's unfortunate because i want to get into more end-game stuff. 

I'd be happy to help out with some contributions, but i'd need some help knowing where to look in the code. I'm not a skilled programmer, but I do know enough that i might be able to take a look at adding some code. Is there something that decides what kind of enemies are spawned at each level, or is it maybe a list somewhere that picks types. "
reloZid/android-anuto,open,,Add a save/load mechanism,"[Label(name=""enhancement"")]",0,Sometimes after playing this for hours it can get annoying having to restart the game just by small mistakes. a undo/retry or save/resume feature would be nice
reloZid/android-anuto,open,,"Add ""Continue"" button to game menu","[Label(name=""enhancement"")]",0,"I have restarted multiple games where I was at or above level 60, simply because I paused the game by opening the menu and tapped on the first option out of muscle memory, since that is almost always the ""continue"" button. My brain just doesn't think to tap that tiny menu button again when there are big buttons in the center of my screen.

Please add a continue button above the restart button to help people like me with too much muscle memory."
reloZid/android-anuto,closed,2018-09-24 14:59:32,Battery drain,"[Label(name=""enhancement"")]",0,"This Game use really, really much enery.
Please check if you could  do  something about it."
reloZid/android-anuto,closed,2018-09-24 14:53:26,Permanently show Update and Upgrade status,"[Label(name=""enhancement"")]",0,Maybe the number colors could represent the upgradestatus and the value like at moment the update status.
reloZid/android-anuto,closed,2018-09-24 14:41:43,Add Back button,"[Label(name=""enhancement"")]",0,"Sometimes I click on a wrong Buton. So a little Back Option would be good.
It may could scroll som seconds into past or simply remove the last tick. It should affect all buttons except the gameplay speed."
reloZid/android-anuto,closed,2018-09-24 14:53:32,Feature request: show total sell value of all towers.,"[Label(name=""enhancement"")]",0,"Somewhere (maybe when tapping credit counter) there should be visible tower statistics, e.g. cumulative credit amout if one sells all towers (or all tier 1 towers), cumulative DPS of all towers and other ""strategic"" reports."
reloZid/android-anuto,closed,2018-09-24 14:59:46,Normalize resource allocation and requirement ,[],0,"About after Wave 40 (most definitely Wave 60), my Nexus 5X struggles to render the game properly at 4x speed, and interestingly 1x speed is smoother, and as a result, *faster* than 4x speed at that point. I assume that although the visuals are faster at 1x there, the game logic still happens faster. 

For the game to be functional, it should also be playable late in game. There needs to be quite some optimizations (batch rendering, batch game logic updating comes to mind) should help reduce this resource requirements with huge and fast mobs with tons of bullets everywhere. "
reloZid/android-anuto,closed,2018-10-15 15:12:33,Set up automated build and test environment,[],0,"Just tried to `gradle build` the master 11dc354, latest tag v0.4-1 0d3b220 and a release merge 9fb05af, but all of them failed due to a lint error. I assume that is some syntax error. 

```
* What went wrong:
Execution failed for task ':app:lint'.
> Lint found errors in the project; aborting build.

  Fix the issues identified by lint, or add the following to your build script to proceed with errors:
  ...
  android {
      lintOptions {
          abortOnError false
      }
  }
  ...

  Errors found:

  /Users/hyiltiz/src/android-anuto/app/src/main/res/values-ca/strings.xml:24: Error: Apostrophe not preceded by \ [StringEscaping]
      <string name=""game_over"">S'ha acabat!</string>
                                ^
  /Users/hyiltiz/src/android-anuto/app/src/main/res/values-ca/strings.xml:61: Error: Apostrophe not preceded by \ [StringEscaping]
      <string name=""map_original_name"">L'original</string>
```

While it may well be an environmental issue, the project could still benefit from a automated build and test environment (e.g. Travis CI). BTW, simply removing `values-ca` folder passed the build."
reloZid/android-anuto,closed,2018-08-04 08:55:27,Updated fr (French) translation,[],0,Commit made via [Stringlate](https://lonamiwebs.github.io/stringlate/)
reloZid/android-anuto,open,,Show more useful information,"[Label(name=""enhancement"")]",0,"I want the game show another useful informations:
* Damage per second of a tower = (projectile power) / (fire rate) = DMS
* Applied(?) damage per second in the range = DMS * 2*pi * range**2
* Effective damage per second in the range = ADPS * cover_percentual

They are useful for measure the effectiveness of a tower"
reloZid/android-anuto,closed,2018-07-25 09:24:44,Feature/tower concept,[],0,Basic tower placement and aiming 
reloZid/android-anuto,closed,2018-07-21 22:10:21,Feature/express,[],0,
reloZid/android-anuto,closed,2018-09-24 14:58:13,What are the significance of the yellow circles?,"[Label(name=""help wanted"")]",0,"What are the significance of the yellow circles? I don't notice them at lower levels.

![image](https://user-images.githubusercontent.com/5821688/42415696-81d85a46-8289-11e8-82dc-d266174420ec.png)
"
reloZid/android-anuto,closed,2018-05-27 07:52:00,Corrected two little typos in German strings.xml,[],0,
reloZid/android-anuto,closed,2018-05-27 07:51:42,catalan translation,[],0,catalan translation
reloZid/android-anuto,closed,2018-09-24 15:09:37,How to defeat fliers in wave 68 and up?,"[Label(name=""balancing""), Label(name=""help wanted"")]",0,"What's the best strategy against fliers in waves above 68? I never managed to get beyond 72, although trying different strategies. Bullet hoses and rockets do only little damage and the fliers are too fast to get them."
reloZid/android-anuto,closed,2018-07-13 11:00:47,Slovak translation,[],0,"Hello

Translation files:
https://gist.github.com/dpsfotocestou/a431ccb221259762a98f987a9bd57e8c

Thank you, game is very good  :)"
reloZid/android-anuto,closed,2018-03-01 02:25:18,save and restore playing field,[],0,"Would be really grate if you wouldnt loose all yor progress on reboot, androids oom that is doing things before oo (nearly akways) or accidentally swipe away the app in the overview of opened apps (asvi just did to get to the browser still opened with a little less scrolling... 😡😠😕😒)...

Could sure be done very simple by deserialise the playing field every time the activiti respawns from local file and build a thread that serialises the game field every 42 secounds and when the activity is closed or becames inactive. Just search the web for java object serialisation...

Thanks a lot in advance"
reloZid/android-anuto,closed,2018-09-24 15:11:39,strategy development,"[Label(name=""help wanted"")]",0,"Hi,

We know that this isnt an classic issue, but i couldn't find an open discussion board about this project...
After looking to that board and found out how far others came and how only far we came (0nly 205.787 points in the original level and the highest 334.892 in the level with the 5 lines for example on this device) we planed to build up a better strategy based of some statistics. First of all we have to gather all data of the different towers like this:

![screenshot_2018-03-01-02-46-52-034](https://user-images.githubusercontent.com/7935237/36823287-b2c220c6-1cfc-11e8-95e0-3c05d04fb4af.jpeg)

After that we have to build some statistics based abstract from that data and build some new advanced strategy based on that. But before putting any more effort in this we would like to ask if others have done already things in this direction and are willing to share them. Thanks a lot in advance."
reloZid/android-anuto,closed,2018-09-24 14:45:50,Teleport Indicator doesn't disappear,"[Label(name=""bug"")]",1,"Under some circumstances, the violet bubble which indicates that a unit already has been teleported, doesn't disappear if the owning unit dies."
reloZid/android-anuto,closed,2018-01-22 19:41:34,Hiding tower options under Build button,[],0,Am I alone in finding the relatively recent consoliation of the tower options under a Build button extremely awkward ?  Can they be put back the way they were or can their consoliation be made a setting option ?
reloZid/android-anuto,closed,2018-01-22 19:41:41,can Snot Rocket slow the flier?,[],0,
reloZid/android-anuto,open,,Improve strategy selection for towers,"[Label(name=""enhancement"")]",0,"I think the most interesting part of the game is, and should  be the strategy part. so please add:
1st, can target the type of enemy. simultaneously with the enemy attributes sush as the closed and the lock.
2ed, can target the enemy had been teleported once.
3rd,  need more convenient and faster  strategy change operation. all option should be iconify and full displayed .  can change options of all or the towers of  the selected area,  include just one.

last,  love your game very much,  by the way  do not add  colors. ;)"
reloZid/android-anuto,closed,2017-11-04 15:09:42,Update strings.xml (pl),[],0,
reloZid/android-anuto,closed,2017-11-04 15:09:30,Update Spanish translation,[],0,
reloZid/android-anuto,closed,2017-11-07 19:01:06,The new dropdown-menu...,"[Label(name=""enhancement"")]",0,"...isnt helpful at all. It covers the game area and you cant get quickly, how much points you still can spend.
Thx for your great, inspiring, creative work! "
reloZid/android-anuto,closed,2017-09-04 21:45:12,Updated es (Spanish) translation,[],0,Commit made via Stringlate
reloZid/android-anuto,closed,2017-09-04 21:36:37,Update strings.xml (pl),[],0,
reloZid/android-anuto,closed,2017-08-19 01:26:02,What am I supposed to do?,"[Label(name=""help wanted"")]",0,"I download the game, opened it, and my only option is to press next wave.  Next wave of what?  What's happening?  I press next wave, a bunch of boxes March through the maze.  I cant interact with the boxes or the map in any way.  I press next wave again.  Same thing.  I press it again and this tine there's a another wave of... blobs, I don't know, that follow the third wave if boxes.  Then I get a game over screen and a score.  What the hell is the score for?  Then I come here and people are talking about various elements of the game and I have zero idea how this is even a game.  "
reloZid/android-anuto,closed,2017-09-04 21:36:11,l10n: add belarusian lang,[],0,
reloZid/android-anuto,closed,2017-11-07 18:24:05,I'm too good at this game,[],0,http://imgur.com/a/m0qNo
reloZid/android-anuto,closed,2017-08-05 10:56:10,"map ""Waiting line"" wrong starting point","[Label(name=""bug"")]",1,"Look at the screenshot

![screenshot_20170731-215107](https://user-images.githubusercontent.com/663900/28795635-e39d9f54-763a-11e7-833a-e9570dd97067.png)"
